[11:34:19] [main/INFO]: ModLauncher running: args [--username, Foxiallis, --version, Traveller's Wonders, --gameDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\versions\Traveller's Wonders, --assetsDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, 600632b4bac5494ea55213b0d0fc2ebd, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.11, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, -XX:+UseShenandoahGC, -XX:+AggressiveOpts, -XX:+UnlockExperimentalVMOptions, -XX:+AlwaysPreTouch, -XX:+UseStringDeduplication, -Dfml.ignorePatchDiscrepancies=true, -Dfml.ignoreInvalidMinecraftCertificates=true, -XX:-OmitStackTraceInFastThrow, -XX:+OptimizeStringConcat, -Dfml.readTimeout=180, -XX:+UseFastAccessorMethods, -Dsun.rmi.dgc.server.gcInterval=2147483646, -XX:G1NewSizePercent=20, -XX:G1ReservePercent=20, -XX:MaxGCPauseMillis=50, -XX:G1HeapRegionSize=32M]
[11:34:19] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:orange_dark_oak_leaves Expected: 5958 Got: 12623
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_dark_oak_leaves Expected: 5959 Got: 12624
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_flower_dark_oak_leaves Expected: 5960 Got: 12625
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:apple_jungle_leaves Expected: 5961 Got: 12626
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cherry_jungle_leaves Expected: 5962 Got: 12627
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dead_jungle_leaves Expected: 5963 Got: 12628
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:frosted_jungle_leaves Expected: 5964 Got: 12629
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_jungle_leaves Expected: 5965 Got: 12630
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_apple_jungle_leaves Expected: 5966 Got: 12631
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_cherry_jungle_leaves Expected: 5967 Got: 12632
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:magenta_flower_jungle_leaves Expected: 5968 Got: 12633
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:orange_jungle_leaves Expected: 5969 Got: 12634
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_jungle_leaves Expected: 5970 Got: 12635
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_flower_jungle_leaves Expected: 5971 Got: 12636
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blue_mangrove_roots Expected: 5972 Got: 12637
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crimson_mangrove_roots Expected: 5973 Got: 12638
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flowery_mangrove_roots Expected: 5974 Got: 12639
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:leafy_mangrove_roots Expected: 5975 Got: 12640
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:lush_mangrove_roots Expected: 5976 Got: 12641
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:muddy_mangrove_roots Expected: 5977 Got: 12642
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:thin_mangrove_roots Expected: 5978 Got: 12643
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:apple_oak_leaves Expected: 5979 Got: 12644
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cherry_oak_leaves Expected: 5980 Got: 12645
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dead_oak_leaves Expected: 5981 Got: 12646
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:frosted_oak_leaves Expected: 5982 Got: 12647
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_oak_leaves Expected: 5983 Got: 12648
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_apple_oak_leaves Expected: 5984 Got: 12649
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_cherry_oak_leaves Expected: 5985 Got: 12650
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:magenta_flower_oak_leaves Expected: 5986 Got: 12651
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:orange_oak_leaves Expected: 5987 Got: 12652
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_oak_leaves Expected: 5988 Got: 12653
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_flower_oak_leaves Expected: 5989 Got: 12654
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:apple_spruce_leaves Expected: 5990 Got: 12655
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cherry_spruce_leaves Expected: 5991 Got: 12656
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dead_spruce_leaves Expected: 5992 Got: 12657
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:frosted_spruce_leaves Expected: 5993 Got: 12658
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_spruce_leaves Expected: 5994 Got: 12659
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_apple_spruce_leaves Expected: 5995 Got: 12660
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_cherry_spruce_leaves Expected: 5996 Got: 12661
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:magenta_flower_spruce_leaves Expected: 5997 Got: 12662
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:orange_spruce_leaves Expected: 5998 Got: 12663
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_spruce_leaves Expected: 5999 Got: 12664
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_flower_spruce_leaves Expected: 6000 Got: 12665
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ad_astra_ochre_froglight Expected: 6001 Got: 12666
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ancient_ochre_froglight Expected: 6002 Got: 12667
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:barred_ochre_froglight Expected: 6003 Got: 12668
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:elemental_ochre_froglight Expected: 6004 Got: 12669
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:exposed_ochre_froglight Expected: 6005 Got: 12670
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:glass_ochre_froglight Expected: 6006 Got: 12671
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:reinforced_ochre_froglight Expected: 6007 Got: 12672
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:round_ochre_froglight Expected: 6008 Got: 12673
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ad_astra_pearlescent_froglight Expected: 6009 Got: 12674
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ancient_pearlescent_froglight Expected: 6010 Got: 12675
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:barred_pearlescent_froglight Expected: 6011 Got: 12676
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:elemental_pearlescent_froglight Expected: 6012 Got: 12677
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:exposed_pearlescent_froglight Expected: 6013 Got: 12678
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:glass_pearlescent_froglight Expected: 6014 Got: 12679
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:reinforced_pearlescent_froglight Expected: 6015 Got: 12680
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:round_pearlescent_froglight Expected: 6016 Got: 12681
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ad_astra_verdant_froglight Expected: 6017 Got: 12682
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ancient_verdant_froglight Expected: 6018 Got: 12683
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:barred_verdant_froglight Expected: 6019 Got: 12684
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:elemental_verdant_froglight Expected: 6020 Got: 12685
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:exposed_verdant_froglight Expected: 6021 Got: 12686
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:glass_verdant_froglight Expected: 6022 Got: 12687
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:reinforced_verdant_froglight Expected: 6023 Got: 12688
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:round_verdant_froglight Expected: 6024 Got: 12689
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_bone_block Expected: 6025 Got: 12690
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crunched_bone_block Expected: 6026 Got: 12691
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_bone_block Expected: 6027 Got: 12692
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:double_roped_bone_block Expected: 6028 Got: 12693
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:fractured_bone_block Expected: 6029 Got: 12694
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:gilded_basalt_bone_block Expected: 6030 Got: 12695
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inscribed_bone_block Expected: 6031 Got: 12696
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:reinforced_bone_block Expected: 6032 Got: 12697
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:roped_bone_block Expected: 6033 Got: 12698
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_bone_block Expected: 6034 Got: 12699
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:weaved_bone_block Expected: 6035 Got: 12700
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_dusted_brown_mushroom_block Expected: 6036 Got: 12701
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_freckled_brown_mushroom_block Expected: 6037 Got: 12702
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_scaled_brown_mushroom_block Expected: 6038 Got: 12703
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_smooth_brown_mushroom_block Expected: 6039 Got: 12704
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_spotted_brown_mushroom_block Expected: 6040 Got: 12705
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_sprinkled_brown_mushroom_block Expected: 6041 Got: 12706
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dusted_brown_mushroom_block Expected: 6042 Got: 12707
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:freckled_brown_mushroom_block Expected: 6043 Got: 12708
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_dusted_brown_mushroom_block Expected: 6044 Got: 12709
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_freckled_brown_mushroom_block Expected: 6045 Got: 12710
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_scaled_brown_mushroom_block Expected: 6046 Got: 12711
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_smooth_brown_mushroom_block Expected: 6047 Got: 12712
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_spotted_brown_mushroom_block Expected: 6048 Got: 12713
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_sprinkled_brown_mushroom_block Expected: 6049 Got: 12714
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:scaled_brown_mushroom_block Expected: 6050 Got: 12715
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_brown_mushroom_block Expected: 6051 Got: 12716
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spotted_brown_mushroom_block Expected: 6052 Got: 12717
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sprinkled_brown_mushroom_block Expected: 6053 Got: 12718
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_dusted_brown_mushroom_block Expected: 6054 Got: 12719
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_freckled_brown_mushroom_block Expected: 6055 Got: 12720
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_spotted_brown_mushroom_block Expected: 6056 Got: 12721
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_sprinkled_brown_mushroom_block Expected: 6057 Got: 12722
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_dotted_red_mushroom_block Expected: 6058 Got: 12723
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_dusted_red_mushroom_block Expected: 6059 Got: 12724
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_freckled_red_mushroom_block Expected: 6060 Got: 12725
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_smooth_red_mushroom_block Expected: 6061 Got: 12726
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_spotted_red_mushroom_block Expected: 6062 Got: 12727
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dotted_red_mushroom_block Expected: 6063 Got: 12728
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dusted_red_mushroom_block Expected: 6064 Got: 12729
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:freckled_red_mushroom_block Expected: 6065 Got: 12730
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_dotted_red_mushroom_block Expected: 6066 Got: 12731
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_dusted_red_mushroom_block Expected: 6067 Got: 12732
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_freckled_red_mushroom_block Expected: 6068 Got: 12733
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_smooth_red_mushroom_block Expected: 6069 Got: 12734
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_spotted_red_mushroom_block Expected: 6070 Got: 12735
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_red_mushroom_block Expected: 6071 Got: 12736
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spotted_red_mushroom_block Expected: 6072 Got: 12737
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bulbed_brown_mushroom Expected: 6073 Got: 12738
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:button_brown_mushroom Expected: 6074 Got: 12739
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:clustered_brown_mushroom Expected: 6075 Got: 12740
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:double_brown_mushroom Expected: 6076 Got: 12741
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:franken_brown_mushroom Expected: 6077 Got: 12742
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:hooded_brown_mushroom Expected: 6078 Got: 12743
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:micro_brown_mushroom Expected: 6079 Got: 12744
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:mini_brown_mushroom Expected: 6080 Got: 12745
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brown_mushroom_bulb Expected: 6081 Got: 12746
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brown_mushroom_bushel Expected: 6082 Got: 12747
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brown_mushroom_cluster Expected: 6083 Got: 12748
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brown_mushroom_trio Expected: 6084 Got: 12749
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:umbrella_brown_mushroom Expected: 6085 Got: 12750
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wicked_brown_mushroom Expected: 6086 Got: 12751
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bulbed_red_mushroom Expected: 6087 Got: 12752
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:button_red_mushroom Expected: 6088 Got: 12753
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:clustered_red_mushroom Expected: 6089 Got: 12754
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:double_red_mushroom Expected: 6090 Got: 12755
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:franken_red_mushroom Expected: 6091 Got: 12756
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:hooded_red_mushroom Expected: 6092 Got: 12757
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:micro_red_mushroom Expected: 6093 Got: 12758
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:mini_red_mushroom Expected: 6094 Got: 12759
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_mushroom_bulb Expected: 6095 Got: 12760
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_mushroom_bushel Expected: 6096 Got: 12761
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_mushroom_cluster Expected: 6097 Got: 12762
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_mushroom_trio Expected: 6098 Got: 12763
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:umbrella_red_mushroom Expected: 6099 Got: 12764
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wicked_red_mushroom Expected: 6100 Got: 12765
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:broken_cobweb Expected: 6101 Got: 12766
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:hanging_broken_cobweb Expected: 6102 Got: 12767
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cobweb_arch Expected: 6103 Got: 12768
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cobweb_floor Expected: 6104 Got: 12769
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dense_cobweb Expected: 6105 Got: 12770
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:hanging_cobweb Expected: 6106 Got: 12771
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:scattered_cobweb Expected: 6107 Got: 12772
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:stretched_cobweb Expected: 6108 Got: 12773
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:stringy_cobweb Expected: 6109 Got: 12774
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:thick_cobweb_floor Expected: 6110 Got: 12775
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blooming_mushroom_stem Expected: 6111 Got: 12776
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:broken_mushroom_stem Expected: 6112 Got: 12777
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:grimy_mushroom_stem Expected: 6113 Got: 12778
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:old_mushroom_stem Expected: 6114 Got: 12779
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:poisonous_mushroom_stem Expected: 6115 Got: 12780
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_mushroom_stem Expected: 6116 Got: 12781
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:warm_mushroom_stem Expected: 6117 Got: 12782
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:andesite_gravel Expected: 6118 Got: 12783
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dirty_gravel Expected: 6119 Got: 12784
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dusty_gravel Expected: 6120 Got: 12785
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:orange_gravel Expected: 6121 Got: 12786
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rought_gravel Expected: 6122 Got: 12787
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sandy_gravel Expected: 6123 Got: 12788
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sifted_gravel Expected: 6124 Got: 12789
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:antique_hay_block Expected: 6125 Got: 12790
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bundled_hay_block Expected: 6126 Got: 12791
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:detailed_hay_block Expected: 6127 Got: 12792
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:fertile_hay_block Expected: 6128 Got: 12793
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:jungle_hay_block Expected: 6129 Got: 12794
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:pale_hay_block Expected: 6130 Got: 12795
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rich_hay_block Expected: 6131 Got: 12796
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:swampy_hay_block Expected: 6132 Got: 12797
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blobby_moss_block Expected: 6133 Got: 12798
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blue_moss_block Expected: 6134 Got: 12799
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crunchy_moss_block Expected: 6135 Got: 12800
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:lime_moss_block Expected: 6136 Got: 12801
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:old_moss_block Expected: 6137 Got: 12802
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:red_moss_block Expected: 6138 Got: 12803
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_moss_block Expected: 6139 Got: 12804
